0,1,2,3,4,5,6,7
0.9456767152252041,-0.32510852077555297,0.050245044439736944,-0.9987369200691686,0.7886088994382637,-0.6148951160374999,-0.9949508710184978,-0.10036316186496276
-0.9849280962289841,-0.1729642889695701,-0.7301663054516551,0.6832694683527725,0.9401667094825021,0.3407147757007971,0.06628566723383932,-0.9978006866701209
0.8378362526811882,-0.5459216186350785,0.3813685286256501,0.9244230878628609,0.40393917261371187,-0.9147858464297258,-0.7091160907478133,0.7050917456916787
-0.7913045008922887,0.6114222655968671,0.8436258067014167,0.5369315582710555,0.2523256262647882,-0.9676423814251226,0.4234090034652322,0.905938637979736
-0.460640628765981,0.8875867344266033,0.5863211987142758,-0.8100786702155875,-0.5756204222601634,-0.8177170228612287,-0.3124549038765093,-0.9499325939473396
0.9792622687546159,0.20259666580070487,-0.23877647589224082,-0.9710745566435577,0.917909182012875,0.39679054118823787,-0.8859715891209643,0.4637395209279378
-0.9757500612541041,-0.21888768344201567,-0.3325726587752636,-0.9430776355290968,0.9041763640747759,0.42715934105263154,-0.7787908532703042,0.6272836733588015
0.41985807755111787,-0.9075897722622702,-0.9853908319873284,-0.17030827412466137,-0.647438389430159,-0.7621177939741873,0.9419901835293584,0.3356404238680521
0.2498224353313681,-0.9682916661859197,-0.8695605157330398,0.49382639609288786,-0.8751775016102088,-0.4838019643152692,0.5122709810438204,-0.85882387133824
-0.9849280962289841,-0.1729642889695701,-0.28770972900419045,0.957717657682229,0.9401667094825021,0.3407147757007971,-0.8344462236726706,-0.5510893755085643
0.8730141131611882,0.48769494381363454,0.790256700668375,0.6127759354354041,0.5243072835572317,0.8515291377333113,0.24901130590253084,0.9685005779723191
-0.5886101794985833,-0.8084170066188895,0.999745676912677,0.022551751471079105,-0.307076113181291,0.9516849587513039,0.9989828370111734,0.045092032080040874
-0.8876992129540946,0.46042383444026974,0.29915894785089586,-0.9542032927635206,0.5760197853586381,-0.8174357509158676,-0.82100784784149,-0.5709169061979903
0.9925248341660544,0.12204283495415105,-0.6561306139034908,-0.7546473464464235,0.9702110928727077,0.24226108904804786,-0.13898523499725662,0.9902944534090643
-0.5312628721982164,-0.8472070352775062,-0.7730104533627369,-0.6343932841636457,-0.435519521247403,0.9001792858161273,0.19509032201612792,0.9807852804032305
-0.26711492882562954,0.9636646796466491,-0.8769365431847179,0.48060617893160446,-0.8572992295969577,-0.5148184446311755,0.5380354015455251,-0.8429222423709944
0.5012188231127275,0.8653205714401411,0.1248119171239511,0.9921804197543126,-0.4975593827149848,0.8674299168649207,-0.9688439706876879,0.24767188064476456
-0.9757500612541041,-0.21888768344201567,0.9654157746357293,0.26071513589451384,0.9041763640747759,0.42715934105263154,0.8640552358310103,0.5033970097577231
0.5012188231127275,0.8653205714401411,0.4472396932127596,-0.8944141416675816,-0.4975593827149848,0.8674299168649207,-0.5999533136299134,-0.8000350126491257
0.16740049945272573,0.9858889758907835,0.8439467817812543,-0.5364269097659663,-0.9439541455659559,0.3300766139381069,0.42449234095787175,-0.905431528315701
-0.842061800555739,0.5393810564386062,0.9989412931868569,0.04600318213091459,0.4181361519103461,-0.9083843671406988,0.9957674144676598,0.09190895649713265
0.9456767152252041,-0.32510852077555297,0.21980551633683798,-0.9755437124946765,0.7886088994382637,-0.6148951160374999,-0.9033710699757921,-0.4288597788680964
